Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type,Endpoint Value_numeric,Tox Exposure Duration_minutes
CADMIUM (elemental),0.08 µg/g ww,Liver concentration,NR,Nestling,"Mangrove estuary, west coast of Everglades National Park",5.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.08,NR
OXYCHLORDANE,0.04 µg/g ww,Brain concentration,NR,Nestling,Lake Okeechobee,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.04,NR
HEPTACHLOR EPOXIDE,0.04 µg/g ww,Brain concentration,NR,Nestling,Lake Okeechobee,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.04,NR
TRANS-NONACHLOR,0.03 µg/g ww,Brain concentration,NR,Nestling,Lake Okeechobee,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.03,NR
"DDE (4,4'-)",0.95 µg/g ww,Brain concentration,NR,Nestling,Lake Okeechobee,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.95,NR
"DDE (4,4'-)",0.06 µg/g ww,Brain concentration,NR,Nestling,Central Everglades,2.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.06,NR
"DDE (4,4'-)",0.05 µg/g ww,Brain concentration,NR,Nestling,"Mangrove estuary, west coast of Everglades National Park",10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.05,NR
LEAD (elemental),23.02 mg/kg,Femur concentration,NR,Not Reported,Chesterfield County,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,23.02,NR
LEAD (elemental),0.55 mg/kg,Liver concentration,NR,Not Reported,Chesterfield County,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.55,NR
LEAD (elemental),23.21 mg/kg,Femur concentration,NR,Not Reported,Chesterfield County,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,23.21,NR
LEAD (elemental),0.50 mg/kg,Liver concentration,NR,Not Reported,Chesterfield County,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.5,NR
LEAD (elemental),0.58 mg/kg,Kidney concentration,NR,Not Reported,Chesterfield County,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.58,NR
LEAD (elemental),0.11 mg/kg,Thigh muscle concentration,NR,Not Reported,Chesterfield County,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.11,NR
LEAD (elemental),0.11 mg/kg,Breast muscle concentration,NR,Not Reported,Chesterfield County,10.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.11,NR
BRODIFACOUM,"Bird 1: 24, bird 2: 190 µg/kg",Nontarget poisoning,NR,Fledgling,NR,2.0,NR,TOX-MORT - mortality in the field,NR,Dietary,Toxicity Factor Datasets,1.0,NR
CALCIUM,1402 µg/g,Feather concentration,NR,Adult,Clear Lake,36.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1402.0,NR
IRON (elemental),588 µg/g,Feather concentration,NR,Adult,Clear Lake,36.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,588.0,NR
ZINC (elemental),179 µg/g,Feather concentration,NR,Adult,Clear Lake,36.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,179.0,NR
SELENIUM (elemental),0.94 µg/g,Feather concentration,NR,Adult,Clear Lake,36.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.94,NR
BROMINE COMPOUNDS,7.37 µg/g,Feather concentration,NR,Adult,Clear Lake,36.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,7.37,NR
STRONTIUM,9.24 µg/g,Feather concentration,NR,Adult,Clear Lake,36.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,9.24,NR
MERCURY (elemental),1.26 µg/g,Feather concentration,NR,Adult,Clear Lake,36.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.26,NR
LEAD (elemental),1.61 µg/g,Feather concentration,NR,Adult,Clear Lake,36.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.61,NR
LEAD (elemental),See citation Figure 3,Delta-aminolevulinic acid dehydratase activity,NR,Not Reported,NR,8.0,"0, 3, 10 lead shot",TOX-Non-Repro-Sublethal - whole animal,85,Dietary,Toxicity Factor Datasets,3.0,NR
LEAD (elemental),See citation Figure 3,Erythrocyte protoporphryin activity,NR,Not Reported,NR,8.0,"0, 3, 10 lead shot",TOX-Non-Repro-Sublethal - whole animal,85,Dietary,Toxicity Factor Datasets,3.0,NR
LEAD (elemental),See citation Figure 3,Hematocrit,NR,Not Reported,NR,8.0,"0, 3, 10 lead shot",TOX-Non-Repro-Sublethal - whole animal,85,Dietary,Toxicity Factor Datasets,3.0,NR
MERCURY (elemental),73.8 ppm,Liver concentration,NR,Not Reported,"Wabigoon-English River area, NW Ontario",3.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,73.8,NR
MERCURY (elemental),96.7 ppm,Liver concentration,NR,Not Reported,"Wabigoon-English River area, NW Ontario",2.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,96.7,NR
MERCURY (elemental),17.4 ppm,Breast muscle concentration,NR,Not Reported,"Wabigoon-English River area, NW Ontario",2.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,17.4,NR
CHROMIUM (elemental),"Vane 1: 4.7, Vane 2: 2.7, rachis 1: 0.32, rachis 2: 0.61 µg/g",Feather concentration; flight left 1⁰,NR,Adult,"Frontenac, Eastern Ontario",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
CHROMIUM (elemental),"Vane 1: 4.6, Vane 2: 2.7, rachis 1: 0.75, rachis 2: 0.50 µg/g",Feather concentration; flight right 1⁰,NR,Adult,"Frontenac, Eastern Ontario",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
CHROMIUM (elemental),"Vane 1: 4.6, Vane 2: 3.0, rachis 1: 0.25, rachis 2: 0.57 µg/g",Feather concentration; flight left 2⁰,NR,Adult,"Frontenac, Eastern Ontario",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
CHROMIUM (elemental),"Vane 1:1.9, Vane 2: 2.1, rachis 1: 0.27, rachis 2: 0.31 µg/g",Feather concentration; flight right 2⁰,NR,Adult,"Frontenac, Eastern Ontario",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
CHROMIUM (elemental),"Vane 1: 3.7, vane 2: 1.4, rachis 1: 0.25, rachis 2: 0.26 µg/g",Tail concentration,NR,Adult,"Frontenac, Eastern Ontario",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
ARSENIC (elemental),"Vane 1: 0.22, Vane 2: 0.20, rachis 1: 0.089, rachis 2: 0.0077 µg/g",Feather concentration; flight left 1⁰,NR,Adult,"Frontenac, Eastern Ontario",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
ARSENIC (elemental),"Vane 1: 0.22, Vane 2: 0.15, rachis 1: 0.12, rachis 2: 0.052 µg/g",Feather concentration; flight right 1⁰,NR,Adult,"Frontenac, Eastern Ontario",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
ARSENIC (elemental),"Vane 1: 0.13, Vane 2: 0.086, rachis 1: 0.035, rachis 2: 0.054 µg/g",Feather concentration; flight left 2⁰,NR,Adult,"Frontenac, Eastern Ontario",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
ARSENIC (elemental),"Vane 1: 0.15, Vane 2: 0.19, rachis 1: 0.050, rachis 2: 0.050 µg/g",Feather concentration; flight right 2⁰,NR,Adult,"Frontenac, Eastern Ontario",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
ARSENIC (elemental),"Vane 1: 0.39, vane 2: 0.10, rachis 1: 0.055, rachis 2: 0.044 µg/g",Tail concentration,NR,Adult,"Frontenac, Eastern Ontario",1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.0,NR
HEXACHLOROCYCLOHEXANE,"α: 0.15, β: 0.08, δ: 0.63, Ʃ: 1.13 µg/g ww",Feather concentration,NR,Both Adults and Juveniles,Rio Negro Province; rural site: Bariloche; ag site: Valle,45.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.15,NR
"DDE (4,4'-)",1.68 ng/g ww,Fat concentration,N,NR,Pelagic Pacific,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,1.68,NR
"DDT (4,4'-)",1.80 ng/g ww,Fat concentration,N,NR,Pelagic Pacific,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,1.8,NR
PCB,2.71 ng/g ww,Fat concentration,N,NR,Pelagic Pacific,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,2.71,NR
CHLORDANE,0.554 ng/g ww,Fat concentration,N,NR,Pelagic Pacific,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.554,NR
PBDE MIXTURE,0.150 ng/g ww,Fat concentration,N,NR,Pelagic Pacific,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.15,NR
MIREX,0.611 ng/g ww,Fat concentration,N,NR,Pelagic Pacific,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.611,NR
HEXACHLOROBENZENE,0.251 ng/g ww,Fat concentration,N,NR,Pelagic Pacific,6.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.251,NR
PCB,291.94 ± 116.54 ng/g ww,Egg concentration,N,Embryo,"Guadeloupe, French West Indies",10.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,291.94,NR
HEXACHLOROCYCLOHEXANE,42.49 ± 32.91 ng/g ww,Egg concentration,N,Embryo,"Guadeloupe, French West Indies",10.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,42.49,NR
DDT (Technical Grade Mixture),26.63 ± 19.11 ng/g ww,Egg concentration,N,Embryo,"Guadeloupe, French West Indies",10.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,26.63,NR
COPPER (elemental),0.59 ± 0.02 µg/g ww,Egg yolk concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.59,NR
SELENIUM (elemental),0.17 ± 0.026 µg/g ww,Egg yolk concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.17,NR
LEAD (elemental),0.010 ± 0.0014 µg/g ww,Egg yolk concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.01,NR
MERCURY (elemental),0.0020 ± 0.0003 µg/g ww,Egg yolk concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.002,NR
COPPER (elemental),0.68 ± 0.045 µg/g ww,Egg concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.68,NR
SELENIUM (elemental),0.21 ± 0.038 µg/g ww,Egg concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.21,NR
LEAD (elemental),0.013 ± 0.0012 µg/g ww,Egg concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.013,NR
MERCURY (elemental),0.011 ± 0.003 µg/g ww,Egg concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.011,NR
COPPER (elemental),1.63 ± 0.11 µg/g ww,Eggshell concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,1.63,NR
SELENIUM (elemental),0.15 ± 0.004 µg/g ww,Eggshell concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.15,NR
CADMIUM (elemental),0.083 ± 0.005 µg/g ww,Eggshell concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.083,NR
LEAD (elemental),0.006 ± 0.0008 µg/g ww,Eggshell concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.006,NR
MERCURY (elemental),0.0018 ± 0.0002 µg/g ww,Eggshell concentration,N,Embryo,"Guadeloupe, French West Indies",12.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.0018,NR
HEXACHLOROCYCLOHEXANE,"?: 0.16160, ?: 1.169761, ?: 0.773151, ?: 0.790514 ng/mL",Plasma concentration,Both,Juvenile,Punta Abreojos,39.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.1616,NR
HEXACHLOROCYCLOHEXANE,"?:1.32301, ?: 4.58425, ?: 2.96004, ?: 2.61459 ng/mL",Plasma concentration,Both,Juvenile,Bahía Magdalena,13.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,1.32301,NR
ARSENIC (elemental),"5.95 µg/g dw, 0.98 ww",Plasma concentration,N,NR,"Big Bend, Citrus County",9.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,5.95,NR
CADMIUM (elemental),"0.06 µg/g dw, 0.01 ww",Plasma concentration,N,NR,"Big Bend, Citrus County",9.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.06,NR
LEAD (elemental),"0.03 µg/g dw, 0.006 ww",Plasma concentration,N,NR,"Big Bend, Citrus County",9.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.03,NR
SELENIUM (elemental),"41.54 µg/g dw, 6.84 ww",Plasma concentration,N,NR,"Big Bend, Citrus County",9.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,41.54,NR
HEXACHLOROCYCLOHEXANE,6.0 ± 6.54 ng/g ww,? isomer fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,6.0,NR
HEXACHLOROCYCLOHEXANE,11.4 ± 8.39 ng/g ww,? isomer fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,11.4,NR
"DDE (2,4'-)",Max: 34.9 ng/g ww,Fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,34.9,NR
"DDE (4,4'-)",4.5 ± 4.32 ng/g ww,Fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,4.5,NR
"DDD (2,4'-)",4.0 ± 9.44 ng/g ww,Fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,4.0,NR
"DDD (4,4'-)",Max: 4.2 ng/g ww,Fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,4.2,NR
ENDOSULFAN,5.2 ± 19.52 ng/g ww,? isomer fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,5.2,NR
ENDOSULFAN,Max: 38.6 ng/g ww,? isomer fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,38.6,NR
ENDOSULFAN,3.4 ± 9.81 ng/g ww,Endosuphan sulfate fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,3.4,NR
HEPTACHLOR,18.6 ± 15.04 ng/g ww,Fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,18.6,NR
DICOFOL,81.7 ± 325.38 ng/g ww,Fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,81.7,NR
MIREX,Max: 19.6 ng/g ww,Fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,19.6,NR
HEXACHLOROCYCLOHEXANE,16.9 ± 13.21 ng/g ww,?HCH fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,16.9,NR
DDT (Technical Grade Mixture),8.7 ± 13.54 ng/g ww,Fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,8.7,NR
ENDOSULFAN,8.1 ± 26.15 ng/g ww,?endosulphan fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,8.1,NR
ORGANOCHLORINES,104.9 ± 290.67 ng/g ww,Fat concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,104.9,NR
HEXACHLOROCYCLOHEXANE,4.4 ± 13.21 ng/g ww,? isomer liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,4.4,NR
HEXACHLOROCYCLOHEXANE,3.5 ± 4.49 ng/g ww,? isomer liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,3.5,NR
"DDE (2,4'-)",Max: 29.2 ng/g ww,Liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,29.2,NR
"DDE (4,4'-)",3.1 ± 2.65 ng/g ww,Liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,3.1,NR
"DDD (2,4'-)",Max: 13.9 ng/g ww,Liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,13.9,NR
"DDD (4,4'-)",Max:10.82 ng/g ww,Liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,10.82,NR
ENDOSULFAN,6.7 ± 16.37 ng/g ww,? isomer liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,6.7,NR
ENDOSULFAN,1.7 ± 3.92 ng/g ww,? isomer liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,1.7,NR
ENDOSULFAN,2.8 ±11.75 ng/g ww,Endosuphan sulphate liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,2.8,NR
HEPTACHLOR,12.5 ± 11.29 ng/g ww,Liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,12.5,NR
DICOFOL,8.9 ± 20.26 ng/g ww,Liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,8.9,NR
MIREX,20.2 ± 87.08 ng/g ww,Liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,20.2,NR
HEXACHLOROCYCLOHEXANE,7.0 ± 6.28 ng/g ww,?HCH liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,7.0,NR
DDT (Technical Grade Mixture),4.8 ± 8.36 ng/g ww,Liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,4.8,NR
ENDOSULFAN,8.2 ± 22.25 ng/g ww,?endosulphan liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,8.2,NR
ORGANOCHLORINES,54.5 ± 99.34 ng/g ww,Liver concentration,N,Juvenile,SE coast,64.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,54.5,NR
ALUMINUM COMPOUNDS,0.56 ± 0.50 µg/g ww,Blood concentration,Both,Both Adults and Juveniles,Samanda? & Dörtyol,3.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.56,NR
CHROMIUM (elemental),0.04 ± 0.03 µg/g ww,Blood concentration,Both,Both Adults and Juveniles,Samanda? & Dörtyol,3.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.04,NR
COPPER (elemental),1.92 ± 1.69 µg/g ww,Blood concentration,Both,Both Adults and Juveniles,Samanda? & Dörtyol,3.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,1.92,NR
IRON (elemental),4.74 ± 1.12 µg/g ww,Blood concentration,Both,Both Adults and Juveniles,Samanda? & Dörtyol,3.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,4.74,NR
MANGANESE COMPOUNDS,0.02 ± 0.01 µg/g ww,Blood concentration,Both,Both Adults and Juveniles,Samanda? & Dörtyol,3.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,0.02,NR
NICKEL (elemental),2.60 ± 1.23 µg/g ww,Blood concentration,Both,Both Adults and Juveniles,Samanda? & Dörtyol,3.0,NR,TOX-EXP IND - accumulation,NR,Environmental Contamination,Toxicity Factor Datasets,2.6,NR
